UIC;Nom de la gare;Adresse;CodePostal;Ville;Accessibilité
87276055;Ermont - Eaubonne;;95120;Ermont;Toilettes adaptées aux personnes en fauteuil roulant
87276519;Champagne-sur-Oise;Rue Pasteur;95660;Champagne-sur-Oise;Écrans d'information en gare et/ou sur les quais
87286005;Lille Flandres;Place des Buisses;59000;Lille;Information sonore en gare et/ou sur les quais
87286005;Lille Flandres;Place des Buisses;59000;Lille;Fauteuil roulant à disposition
87296004;Saint-Quentin;Place André Baudez;2100;St Quentin;Information sonore en gare et/ou sur les quais
87296004;Saint-Quentin;Place André Baudez;2100;St Quentin;Toilettes adaptées aux personnes en fauteuil roulant
87313874;Amiens;47, place Alphonse Fiquet;80017;Amiens;Toilettes
87317586;Boulogne;3 Boulevard Voltaire;62200;Boulogne Sur Mer;Fauteuil roulant à disposition
87318964;Avignon TGV;Place de l'Europe;84000;Avignon;Toilettes
87345009;Douai;Place de la Gare;59500;Douai;Toilettes adaptées aux personnes en fauteuil roulant
87345009;Douai;Place de la Gare;59500;Douai;Présence du personnel
87384008;Paris Saint-Lazare;13, Rue d'Amsterdam;75008;Paris;Écrans d'information en gare et/ou sur les quais
87393488;Dreux;Place Pierre Sémard;28100;Dreux;Fauteuil roulant à disposition
87394007;Chartres;8 pl Pierre Sémard;28000;Chartres;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87413013;Le Havre;12 rue Magellan;76600;Le Havre;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87444000;Caen;15, Place de la gare;14000;Caen;Présence du personnel
87444265;Lisieux;Place Pierre Sémard;14100;Lisieux;Toilettes adaptées aux personnes en fauteuil roulant
87444372;Trouville - Deauville;Place Louis Armand;14360;Deauville;Assistance proposée pour accéder aux quais et monter / descendre du train
87447003;Saint-Lô;Place de la Gare;50000;Saint-Lo;Boucle à induction magnétique
87471300;Redon;Place Michel Macé;35600;Redon;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87474007;Brest;08, Place du 19ème RI;29200;Brest cedex 01;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87474338;Morlaix;Place du colonel Rol Tanguy;29600;Morlaix;Boucle à induction magnétique
87476606;Vannes;rue Favel et Lincy;56000;Vannes;Toilettes adaptées aux personnes en fauteuil roulant
87476606;Vannes;rue Favel et Lincy;56000;Vannes;Écrans d'information en gare et/ou sur les quais
87481705;Saint-Nazaire;place Pierre Sémard;44600;St Nazaire;Boucle à induction magnétique
87481754;La Baule-Escoublac;Place Rhin et Danube;44500;La Baule Escoublac;Information sonore en gare et/ou sur les quais
87484006;Angers Saint-Laud;1, esplanade de la gare;49100;Angers;Bande d'éveil de vigilance sur les quais
87486019;La Roche-sur-Yon;Place d'Estienne d'Orves;85000;La Roche Sur Yon;Présence du personnel
87547000;Paris Austerlitz;7 bis Boulevard de l'Hôpital;75013;Paris;Assistance proposée pour accéder aux quais et monter / descendre du train
87574004;Blois Chambord;70, boulevard Daniel DUPUIS;41000;Blois;Fauteuil roulant à disposition
87613000;Cahors;66 Place Jouinot;46000;Cahors;Présence du personnel
87672253;Orthez;Avenue de la gare;64300;Orthez;Fauteuil roulant à disposition
87673400;Biarritz;Allée du Moura;64200;Biarritz;Information sonore en gare et/ou sur les quais
87677005;Hendaye;Bd Général de Gaulle;64700;Hendaye;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87677120;Saint-Jean-de-Luz - Ciboure;Avenue de Verdun;64500;Saint-Jean-de-Luz;Présence du personnel
87683573;Auxerre Saint-Gervais;6 Rue Paul DOUMER;89000;Auxerre;Fauteuil roulant à disposition
87684001;Montargis;Avenue de la gare;45200;Montargis;Toilettes
87696328;Moulins sur Allier;4 rue Philippe Thomas;3000;Moulins;Écrans d'information en gare et/ou sur les quais
87696484;Decize;Place St Thibault;58300;Decize;Bande d'éveil de vigilance sur les quais
87713347;Auxonne;6 Rue Paul DOUMER;21130;Auxerre;Présence du personnel
87713545;Beaune;Avenue 8 Septembre;21200;Beaune;Écrans d'information en gare et/ou sur les quais
87723197;Lyon Part Dieu;5, Place Charles Béraudier;69003;Lyon;Toilettes
87725002;Chalon-sur-Saône;Cour de la gare;71100;Chalon Sur Saône;Bande d'éveil de vigilance sur les quais
87725689;Mâcon;1 avenue de la Gare;71000;Mâcon;Boucle à induction magnétique
87734269;Brioude;Gare SNCF de Brioude;43100;Brioude;Toilettes adaptées aux personnes en fauteuil roulant
87734319;Langeac;Gare SNCF de Langeac;43300;Langeac;Information sonore en gare et/ou sur les quais
87734749;Retournac;Avenue de la Gare;43130;Retournac;Fauteuil roulant à disposition
87741728;Moûtiers - Salins - Brides-les-Bains;Rue Greyffié de Bellecombe;73600;Moutiers;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87751008;Marseille Saint-Charles;Square Narvik;13232;Marseille;Toilettes
87753657;Arles;Avenue Paulin TALABOT;13200;Arles;Fauteuil roulant à disposition
87755447;Les Arcs - Draguignan;Avenue de la gare;83460;Les Arcs Draguignan;Assistance proposée pour accéder aux quais et monter / descendre du train
87756056;Nice;Avenue Thiers;6008;Nice;Présence du personnel
87757526;Saint-Raphaël Valescure;rue Waldeck Rousseau;83700;St Raphaël;Toilettes
87757526;Saint-Raphaël Valescure;rue Waldeck Rousseau;83700;St Raphaël;Information sonore en gare et/ou sur les quais
87757625;Cannes;4, place de la Gare;6400;Cannes;Écrans d'information en gare et/ou sur les quais
87761007;Valence;38, rue Denis Papin;26000;Valence;Toilettes
87761007;Valence;38, rue Denis Papin;26000;Valence;Fauteuil roulant à disposition
87761007;Valence;38, rue Denis Papin;26000;Valence;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87762906;Lyon Saint-Exupéry TGV;Gare TGV Lyon Saint-Exupéry;69125;Colombier-Saugnieu;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87764001;Montélimar;Rue Olivier de Serres;26200;Montélimar;Boucle à induction magnétique
87784009;Perpignan;1, place Salvador Dali;66027;Perpignan;Fauteuil roulant à disposition
87171926;Champagne-Ardenne TGV;Rond-Point de L'Europe;51430;Bezannes;Fauteuil roulant à disposition
87172007;Charleville-Mézières;Place de la gare;8000;Charleville-Mezieres;Information sonore en gare et/ou sur les quais
87175042;Bar-le-Duc;Place de la république;55000;Bar Le Duc;Fauteuil roulant à disposition
87182063;Mulhouse;10 avenue du Général Leclerc;68100;Mulhouse;Toilettes adaptées aux personnes en fauteuil roulant
87286005;Lille Flandres;Place des Buisses;59000;Lille;Assistance proposée pour accéder aux quais et monter / descendre du train
87286542;Tourcoing;11 Rue Pierre Sémard;59200;Tourcoing;Présence du personnel
87313874;Amiens;47, place Alphonse Fiquet;80017;Amiens;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87343004;Valenciennes;Place de la gare;59300;Valenciennes;Toilettes
87384008;Paris Saint-Lazare;13, Rue d'Amsterdam;75008;Paris;Toilettes adaptées aux personnes en fauteuil roulant
87393488;Dreux;Place Pierre Sémard;28100;Dreux;Assistance proposée pour accéder aux quais et monter / descendre du train
87415604;Vernon-Giverny;Place de la Gare;27200;Vernon;Information sonore en gare et/ou sur les quais
87444265;Lisieux;Place Pierre Sémard;14100;Lisieux;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87444539;Argentan;Place Pierre Sémard;61200;Argentan;Bande d'éveil de vigilance sur les quais
87444877;Cherbourg;Avenue Jean-François Millet;50100;Cherbourg;Présence du personnel
87473009;Saint-Brieuc;Place François Mitterrand;22000;St Brieuc;Toilettes
87473207;Guingamp;Place de la gare;22200;Guingamp;Information sonore en gare et/ou sur les quais
87473207;Guingamp;Place de la gare;22200;Guingamp;Toilettes adaptées aux personnes en fauteuil roulant
87476200;Auray;Place Raoult Dautry;56400;Auray;Présence du personnel
87481754;La Baule-Escoublac;Place Rhin et Danube;44500;La Baule Escoublac;Boucle à induction magnétique
87485144;Rochefort;place François Dorleac;17300;Rochefort;Fauteuil roulant à disposition
87592006;Limoges Bénédictins;4, place Maison Dieu;87000;Limoges;Information sonore en gare et/ou sur les quais
87592006;Limoges Bénédictins;4, place Maison Dieu;87000;Limoges;Toilettes
87613000;Cahors;66 Place Jouinot;46000;Cahors;Fauteuil roulant à disposition
87645507;Neussargues;Gare SNCF de Neussargues;15170;Neussargues-Moissac;Toilettes adaptées aux personnes en fauteuil roulant
87671008;Tarbes;25, Avenue Marechal Joffre;65000;Tarbes;Toilettes
87671016;Mont-de-Marsan;15 Avenue de la Laïcité;40000;Mont-de-Marsan;Toilettes
87686006;Paris Gare de Lyon;Place Louis Armand;75012;PARIS cedex 12;Écrans d'information en gare et/ou sur les quais
87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;Avenue de l'Europe;71210;Ecuisses;Présence du personnel
87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;Avenue de l'Europe;71210;Ecuisses;Fauteuil roulant à disposition
87713313;Genlis;Rue de la Gare;21110;Genlis;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87713313;Genlis;Rue de la Gare;21110;Genlis;Assistance proposée pour accéder aux quais et monter / descendre du train
87713412;Dole;rue Aristide Briand;39100;Dole;Boucle à induction magnétique
87718007;Besançon Viotte;2, avenue de la Paix;25000;Besançon;Boucle à induction magnétique
87718239;Lons-le-Saunier;5 boulevard GAMBETTA;39000;Lons Le Saunier;Présence du personnel
87723197;Lyon Part Dieu;5, Place Charles Béraudier;69003;Lyon;Écrans d'information en gare et/ou sur les quais
87734699;Le Puy-en-Velay;place Maréchal Leclerc;43000;Le Puy En Velay;Écrans d'information en gare et/ou sur les quais
87743005;Bourg-en-Bresse;12 avenue Pierre Semard;1000;Bourg En Bresse;Bande d'éveil de vigilance sur les quais
87747006;Grenoble;1, Place de la gare;38000;Grenoble;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87755447;Les Arcs - Draguignan;Avenue de la gare;83460;Les Arcs Draguignan;Écrans d'information en gare et/ou sur les quais
87762906;Lyon Saint-Exupéry TGV;Gare TGV Lyon Saint-Exupéry;69125;Colombier-Saugnieu;Assistance proposée pour accéder aux quais et monter / descendre du train
87762906;Lyon Saint-Exupéry TGV;Gare TGV Lyon Saint-Exupéry;69125;Colombier-Saugnieu;Présence du personnel
87142109;Lorraine TGV;Route départementale 910;57420;Louvigny;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87171009;Reims;Place de la gare;51100;Reims;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87175042;Bar-le-Duc;Place de la république;55000;Bar Le Duc;Information sonore en gare et/ou sur les quais
87182014;Colmar;9 place de la gare;68000;Colmar;Toilettes
87182014;Colmar;9 place de la gare;68000;Colmar;Assistance proposée pour accéder aux quais et monter / descendre du train
87184002;Belfort;8, Avenue Wilson;90000;Belfort;Toilettes
87185009;Vesoul;Avenue de la gare;70000;Vesoul;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87185009;Vesoul;Avenue de la gare;70000;Vesoul;Bande d'éveil de vigilance sur les quais
87317586;Boulogne;3 Boulevard Voltaire;62200;Boulogne Sur Mer;Écrans d'information en gare et/ou sur les quais
87324095;Futuroscope;rue du 21° siècle;86360;Chasseneuil Du Poitou;Présence du personnel
87343004;Valenciennes;Place de la gare;59300;Valenciennes;Assistance proposée pour accéder aux quais et monter / descendre du train
87343004;Valenciennes;Place de la gare;59300;Valenciennes;Information sonore en gare et/ou sur les quais
87393033;Invalides;2, rue Robert Esnault-Pelterie;75007;Paris;Écrans d'information en gare et/ou sur les quais
87394007;Chartres;8 pl Pierre Sémard;28000;Chartres;Toilettes
87394007;Chartres;8 pl Pierre Sémard;28000;Chartres;Présence du personnel
87394007;Chartres;8 pl Pierre Sémard;28000;Chartres;Assistance proposée pour accéder aux quais et monter / descendre du train
87415604;Vernon-Giverny;Place de la Gare;27200;Vernon;Écrans d'information en gare et/ou sur les quais
87444000;Caen;15, Place de la gare;14000;Caen;Toilettes adaptées aux personnes en fauteuil roulant
87444372;Trouville - Deauville;Place Louis Armand;14360;Deauville;Toilettes adaptées aux personnes en fauteuil roulant
87444372;Trouville - Deauville;Place Louis Armand;14360;Deauville;Présence du personnel
87471003;Rennes;19, Place de la gare;35005;Rennes;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87476002;Lorient;Esplanade Francois Mitterand;56100;Lorient;Fauteuil roulant à disposition
87476002;Lorient;Esplanade Francois Mitterand;56100;Lorient;Boucle à induction magnétique
87481705;Saint-Nazaire;place Pierre Sémard;44600;St Nazaire;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87486019;La Roche-sur-Yon;Place d'Estienne d'Orves;85000;La Roche Sur Yon;Toilettes adaptées aux personnes en fauteuil roulant
87571000;Tours;Place du Général Leclerc;37000;Tours;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87571000;Tours;Place du Général Leclerc;37000;Tours;Fauteuil roulant à disposition
87571216;Vendôme - Villiers-sur-Loir;Avenue des Cités Unies de l'Europe;41100;Vendome;Information sonore en gare et/ou sur les quais
87571240;Saint-Pierre-des-Corps;67, rue Fabienne LANDY;37700;St Pierre Des Corps;Écrans d'information en gare et/ou sur les quais
87575001;Poitiers;2 Boulevard Pont Achard;86000;Poitiers;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87575142;Châtellerault;2 boulevard Sadi Carnot;86100;Chatellerault;Toilettes adaptées aux personnes en fauteuil roulant
87576207;Bourges;Place du Général LECLERC;18000;Bourges;Fauteuil roulant à disposition
87584052;Libourne;72 avenue Gallieni;33500;Libourne;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87594002;Brive-la-Gaillarde;Avenue Jean Jaurès;19100;Brive;Toilettes
87611004;Toulouse Matabiau;;31500;64, Boulevard Pierre Sémard 31 079 Toulouse cedex;Toilettes
87613000;Cahors;66 Place Jouinot;46000;Cahors;Information sonore en gare et/ou sur les quais
87672006;Pau;Avenue Jean Biray;64000;Pau;Présence du personnel
87673004;Bayonne;Place PEREIRE;64100;Bayonne;Présence du personnel
87673202;Dax;7 avenue de la gare;40100;Dax;Toilettes adaptées aux personnes en fauteuil roulant
87677005;Hendaye;Bd Général de Gaulle;64700;Hendaye;Information sonore en gare et/ou sur les quais
87683573;Auxerre Saint-Gervais;6 Rue Paul DOUMER;89000;Auxerre;Écrans d'information en gare et/ou sur les quais
87684001;Montargis;Avenue de la gare;45200;Montargis;Écrans d'information en gare et/ou sur les quais
87684001;Montargis;Avenue de la gare;45200;Montargis;Assistance proposée pour accéder aux quais et monter / descendre du train
87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;Avenue de l'Europe;71210;Ecuisses;Écrans d'information en gare et/ou sur les quais
87696484;Decize;Place St Thibault;58300;Decize;Présence du personnel
87713347;Auxonne;6 Rue Paul DOUMER;21130;Auxerre;Toilettes
87713529;Nuits-Saint-Georges;Rue des Blés;21700;Nuits-Saint-Georges;Écrans d'information en gare et/ou sur les quais
87713545;Beaune;Avenue 8 Septembre;21200;Beaune;Toilettes
87713859;Is-sur-Tille;Rue du Lac;21120;Is Sur Tille;Toilettes
87718239;Lons-le-Saunier;5 boulevard GAMBETTA;39000;Lons Le Saunier;Toilettes
87725705;Mâcon Loché TGV;142, rue de Pouilly Loché;71000;Loché;Présence du personnel
87726760;Aurec;Rue de la Loire;43110;Aurec-sur-Loire;Présence du personnel
87734004;Clermont-Ferrand;40, avenue de l'Union Soviétique;63000;Clermont Ferrand;Boucle à induction magnétique
87734251;Arvant;Place de la gare;43360;Arvant;Toilettes adaptées aux personnes en fauteuil roulant
87734269;Brioude;Gare SNCF de Brioude;43100;Brioude;Information sonore en gare et/ou sur les quais
87741728;Moûtiers - Salins - Brides-les-Bains;Rue Greyffié de Bellecombe;73600;Moutiers;Fauteuil roulant à disposition
87746008;Annecy;place de la gare;74000;Annecy;Écrans d'information en gare et/ou sur les quais
87747006;Grenoble;1, Place de la gare;38000;Grenoble;Présence du personnel
87751008;Marseille Saint-Charles;Square Narvik;13232;Marseille;Toilettes adaptées aux personnes en fauteuil roulant
87118000;Troyes;Rue du Ravelin BP 4044;10014;Troyes;Boucle à induction magnétique
87172007;Charleville-Mézières;Place de la gare;8000;Charleville-Mezieres;Fauteuil roulant à disposition
87174003;Châlons-en-Champagne;Place de la gare;51000;Chalons En Champagne;Toilettes
87174003;Châlons-en-Champagne;Place de la gare;51000;Chalons En Champagne;Boucle à induction magnétique
87192039;Metz Ville;1 Place du Général de Gaulle;57000;Metz;Toilettes adaptées aux personnes en fauteuil roulant
87212027;Strasbourg;20 Place de la gare;67000;Strasbourg;Bande d'éveil de vigilance sur les quais
87271007;Paris Gare du Nord;112, rue de Maubeuge;75010;Paris;Boucle à induction magnétique
87286005;Lille Flandres;Place des Buisses;59000;Lille;Toilettes adaptées aux personnes en fauteuil roulant
87313882;TGV Haute Picardie;Pôle Haute Picardie;80200;Peronne;Toilettes
87317263;Calais;46 Avenue Wilson;62100;Calais;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87317263;Calais;46 Avenue Wilson;62100;Calais;Information sonore en gare et/ou sur les quais
87318964;Avignon TGV;Place de l'Europe;84000;Avignon;Assistance proposée pour accéder aux quais et monter / descendre du train
87324095;Futuroscope;rue du 21° siècle;86360;Chasseneuil Du Poitou;Écrans d'information en gare et/ou sur les quais
87324095;Futuroscope;rue du 21° siècle;86360;Chasseneuil Du Poitou;Assistance proposée pour accéder aux quais et monter / descendre du train
87343004;Valenciennes;Place de la gare;59300;Valenciennes;Fauteuil roulant à disposition
87345009;Douai;Place de la Gare;59500;Douai;Assistance proposée pour accéder aux quais et monter / descendre du train
87384008;Paris Saint-Lazare;13, Rue d'Amsterdam;75008;Paris;Assistance proposée pour accéder aux quais et monter / descendre du train
87396002;Le Mans;Place du 8 mai 1945;72000;Le Mans;Fauteuil roulant à disposition
87396002;Le Mans;Place du 8 mai 1945;72000;Le Mans;Information sonore en gare et/ou sur les quais
87444000;Caen;15, Place de la gare;14000;Caen;Fauteuil roulant à disposition
87444000;Caen;15, Place de la gare;14000;Caen;Assistance proposée pour accéder aux quais et monter / descendre du train
87444877;Cherbourg;Avenue Jean-François Millet;50100;Cherbourg;Assistance proposée pour accéder aux quais et monter / descendre du train
87447680;Granville;Place Pierre Semard;50400;Granville;Présence du personnel
87471003;Rennes;19, Place de la gare;35005;Rennes;Boucle à induction magnétique
87474098;Quimper;1, Place Louis Armand;29000;Quimper;Écrans d'information en gare et/ou sur les quais
87476002;Lorient;Esplanade Francois Mitterand;56100;Lorient;Écrans d'information en gare et/ou sur les quais
87476200;Auray;Place Raoult Dautry;56400;Auray;Fauteuil roulant à disposition
87478107;Saint-Malo;Avenue Anita CONTI;35400;Saint-Malo;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87478404;Laval;Place de la gare;53000;Laval;Assistance proposée pour accéder aux quais et monter / descendre du train
87481754;La Baule-Escoublac;Place Rhin et Danube;44500;La Baule Escoublac;Fauteuil roulant à disposition
87481754;La Baule-Escoublac;Place Rhin et Danube;44500;La Baule Escoublac;Assistance proposée pour accéder aux quais et monter / descendre du train
87485227;Surgères;1 rue Julia et Maurice Marcou;17700;Surgères;Toilettes
87571000;Tours;Place du Général Leclerc;37000;Tours;Toilettes
87571240;Saint-Pierre-des-Corps;67, rue Fabienne LANDY;37700;St Pierre Des Corps;Toilettes adaptées aux personnes en fauteuil roulant
87575142;Châtellerault;2 boulevard Sadi Carnot;86100;Chatellerault;Fauteuil roulant à disposition
87575142;Châtellerault;2 boulevard Sadi Carnot;86100;Chatellerault;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87576009;Vierzon;5 Avenue Pierre Sémard;18100;Vierzon;Boucle à induction magnétique
87586008;Agen;1 place Rabelais;47000;Agen;Toilettes
87594002;Brive-la-Gaillarde;Avenue Jean Jaurès;19100;Brive;Écrans d'information en gare et/ou sur les quais
87597005;Châteauroux;Rue Bourdillon;36000;Chateauroux;Information sonore en gare et/ou sur les quais
87613000;Cahors;66 Place Jouinot;46000;Cahors;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87613000;Cahors;66 Place Jouinot;46000;Cahors;Toilettes
87671016;Mont-de-Marsan;15 Avenue de la Laïcité;40000;Mont-de-Marsan;Assistance proposée pour accéder aux quais et monter / descendre du train
87673202;Dax;7 avenue de la gare;40100;Dax;Présence du personnel
87683003;Sens;Place François Mitterrand;89100;Sens;Présence du personnel
87683003;Sens;Place François Mitterrand;89100;Sens;Assistance proposée pour accéder aux quais et monter / descendre du train
87684001;Montargis;Avenue de la gare;45200;Montargis;Boucle à induction magnétique
87703975;Nîmes Pont-du-Gard;Chemin de Jonquières Connelle Nord;30129;Manduel;Toilettes adaptées aux personnes en fauteuil roulant
87703975;Nîmes Pont-du-Gard;Chemin de Jonquières Connelle Nord;30129;Manduel;Toilettes
87713040;Dijon;31, cour de la gare;21000;Dijon;Fauteuil roulant à disposition
87713115;Les Laumes Alésia;5 avenue de la Gare;21150;Venaray Les Laumes;Assistance proposée pour accéder aux quais et monter / descendre du train
87713412;Dole;rue Aristide Briand;39100;Dole;Toilettes
87713545;Beaune;Avenue 8 Septembre;21200;Beaune;Assistance proposée pour accéder aux quais et monter / descendre du train
87713859;Is-sur-Tille;Rue du Lac;21120;Is Sur Tille;Information sonore en gare et/ou sur les quais
87718007;Besançon Viotte;2, avenue de la Paix;25000;Besançon;Fauteuil roulant à disposition
87725002;Chalon-sur-Saône;Cour de la gare;71100;Chalon Sur Saône;Information sonore en gare et/ou sur les quais
87726000;Saint-Étienne Châteaucreux;2, rue Esplanade de France;42000;Saint Etienne;Bande d'éveil de vigilance sur les quais
87726778;Bas - Monistrol;La GareZone Industrielle;43120;BAS EN BASSET;Fauteuil roulant à disposition
87732008;Vichy;1 Place de la gare;3200;Vichy;Information sonore en gare et/ou sur les quais
87732008;Vichy;1 Place de la gare;3200;Vichy;Assistance proposée pour accéder aux quais et monter / descendre du train
87741645;Albertville;2, place de la gare;73200;Albertville;Information sonore en gare et/ou sur les quais
87741645;Albertville;2, place de la gare;73200;Albertville;Toilettes
87745000;Bellegarde;Rue Favre & Perreard;1200;Bellegarde S/ Valserine;Assistance proposée pour accéder aux quais et monter / descendre du train
87747006;Grenoble;1, Place de la gare;38000;Grenoble;Toilettes adaptées aux personnes en fauteuil roulant
87757625;Cannes;4, place de la Gare;6400;Cannes;Information sonore en gare et/ou sur les quais
87764001;Montélimar;Rue Olivier de Serres;26200;Montélimar;Fauteuil roulant à disposition
87765008;Avignon Centre;Boulevard St Roch;84000;Avignon Cedex;Assistance proposée pour accéder aux quais et monter / descendre du train
87773200;Sète;78 place Cambon;34200;Sète;Toilettes
87783175;Saint-Flour - Chaudes-Aigues;Avenue Charles de Gaulle;15100;Saint-Flour;Assistance proposée pour accéder aux quais et monter / descendre du train
87784009;Perpignan;1, place Salvador Dali;66027;Perpignan;Toilettes adaptées aux personnes en fauteuil roulant
87784009;Perpignan;1, place Salvador Dali;66027;Perpignan;Toilettes
87784009;Perpignan;1, place Salvador Dali;66027;Perpignan;Assistance proposée pour accéder aux quais et monter / descendre du train
87784173;Rivesaltes;Avenue de la gare;66600;Rivesaltes;Écrans d'information en gare et/ou sur les quais
87764001;Montélimar;Rue Olivier de Serres;26200;Montélimar;Présence du personnel
87764001;Montélimar;Rue Olivier de Serres;26200;Montélimar;Information sonore en gare et/ou sur les quais
87781104;Narbonne;1 Boulevard Frédéric Mistral;11100;Narbonne;Assistance proposée pour accéder aux quais et monter / descendre du train
87784298;Banyuls-sur-Mer;Avenue de la Gare;66650;Banyuls-sur-Mer;Bande d'éveil de vigilance sur les quais
87784298;Banyuls-sur-Mer;Avenue de la Gare;66650;Banyuls-sur-Mer;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87784637;Prades - Molitg-les-Bains;;66500;Prades;Présence du personnel
87116111;Chelles - Gournay;Place Guy Gasnier;77500;Chelles;Bande d'éveil de vigilance sur les quais
87142109;Lorraine TGV;Route départementale 910;57420;Louvigny;Information sonore en gare et/ou sur les quais
87142109;Lorraine TGV;Route départementale 910;57420;Louvigny;Bande d'éveil de vigilance sur les quais
87144006;Épinal;place du général De Gaulle;88000;Epinal;Boucle à induction magnétique
87175042;Bar-le-Duc;Place de la république;55000;Bar Le Duc;Présence du personnel
87192039;Metz Ville;1 Place du Général de Gaulle;57000;Metz;Assistance proposée pour accéder aux quais et monter / descendre du train
87223263;Lille Europe;1, Place François Mitterrand;59777;Euralille;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87276691;Compiègne;Place de la gare;60200;Compiègne;Fauteuil roulant à disposition
87276691;Compiègne;Place de la gare;60200;Compiègne;Présence du personnel
87319012;Aix-en-Provence TGV;Route Départementale 9;13592;Aix En Provence;Présence du personnel
87342006;Béthune;Place F. Mitterrand;62400;Bethune;Assistance proposée pour accéder aux quais et monter / descendre du train
87345009;Douai;Place de la Gare;59500;Douai;Toilettes
87384008;Paris Saint-Lazare;13, Rue d'Amsterdam;75008;Paris;Toilettes
87384008;Paris Saint-Lazare;13, Rue d'Amsterdam;75008;Paris;Boucle à induction magnétique
87476002;Lorient;Esplanade Francois Mitterand;56100;Lorient;Présence du personnel
87485144;Rochefort;place François Dorleac;17300;Rochefort;Présence du personnel
87486019;La Roche-sur-Yon;Place d'Estienne d'Orves;85000;La Roche Sur Yon;Information sonore en gare et/ou sur les quais
87543009;Orléans;avenue de Paris;45000;Orléans;Écrans d'information en gare et/ou sur les quais
87543009;Orléans;avenue de Paris;45000;Orléans;Boucle à induction magnétique
87741728;Moûtiers - Salins - Brides-les-Bains;Rue Greyffié de Bellecombe;73600;Moutiers;Toilettes adaptées aux personnes en fauteuil roulant
87741793;Bourg-Saint-Maurice;30 PLACE DE LA GARE;73700;Bourg St Maurice;Fauteuil roulant à disposition
87751008;Marseille Saint-Charles;Square Narvik;13232;Marseille;Présence du personnel
87751404;Aix-en-Provence;Place Gustave Desplaces;13100;Aix-En-Provence;Présence du personnel
87765008;Avignon Centre;Boulevard St Roch;84000;Avignon Cedex;Présence du personnel
87775007;Nîmes;1, Boulevard Sergent Triaire;30000;Nîmes cedex;Information sonore en gare et/ou sur les quais
87781005;Béziers;14bis boulevard de Verdun;34500;Beziers;Information sonore en gare et/ou sur les quais
87783175;Saint-Flour - Chaudes-Aigues;Avenue Charles de Gaulle;15100;Saint-Flour;Toilettes adaptées aux personnes en fauteuil roulant
87111278;Porte de Clichy;190 ter Avenue de Clichy;75017;Paris;Présence du personnel
87111849;Marne-la-Vallée Chessy;Place des Passagers du Vent;77111;Chessy;Toilettes
87118000;Troyes;Rue du Ravelin BP 4044;10014;Troyes;Toilettes adaptées aux personnes en fauteuil roulant
87144006;Épinal;place du général De Gaulle;88000;Epinal;Assistance proposée pour accéder aux quais et monter / descendre du train
87164780;Stade de France Saint-Denis;;93200;Saint-Denis;Présence du personnel
87171926;Champagne-Ardenne TGV;Rond-Point de L'Europe;51430;Bezannes;Présence du personnel
87171926;Champagne-Ardenne TGV;Rond-Point de L'Europe;51430;Bezannes;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87174003;Châlons-en-Champagne;Place de la gare;51000;Chalons En Champagne;Présence du personnel
87175042;Bar-le-Duc;Place de la république;55000;Bar Le Duc;Boucle à induction magnétique
87185009;Vesoul;Avenue de la gare;70000;Vesoul;Assistance proposée pour accéder aux quais et monter / descendre du train
87191007;Thionville;10 place de la gare;57100;Thionville;Présence du personnel
87192039;Metz Ville;1 Place du Général de Gaulle;57000;Metz;Bande d'éveil de vigilance sur les quais
87193003;Forbach;Place Robert Schuman;57600;Forbach;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
